"","plant_sp","site","year","week_num","block","species","common.NAme","tot_flw","avg_flor_area","tot_flor_area","avg_tall_flw","per_tar_cov","avg_fw","bloom_prd","chroma","hue","categorical","pol.unit","nectar"
"1144","LOCO6","CRC",2015,30,2,"Lotus corniculatus L.","Birdsfoot trefoil",1480,0.743,1099.64,33,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1145","LOCO6","SWMREC",2015,26,1,"Lotus corniculatus L.","Birdsfoot trefoil",169.2,0.743,125.7156,34.5,"95",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1146","LOCO6","NWMHRC",2016,25,4,"Lotus corniculatus L.","Birdsfoot trefoil",195,0.743,144.885,32.5,"50",1.24,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1147","LOCO6","SWMREC",2015,27,4,"Lotus corniculatus L.","Birdsfoot trefoil",924,0.743,686.532,20,"85",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1148","LOCO6","SWMREC",2016,27,2,"Lotus corniculatus L.","Birdsfoot trefoil",1872,0.743,1390.896,44,"100",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1149","LOCO6","CRC",2016,26,4,"Lotus corniculatus L.","Birdsfoot trefoil",997.6,0.743,741.2168,34.5,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1150","LOCO6","SWMREC",2016,26,3,"Lotus corniculatus L.","Birdsfoot trefoil",2262,0.743,1680.666,34.5,"95",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1151","LOCO6","NWMHRC",2015,27,4,"Lotus corniculatus L.","Birdsfoot trefoil",435,0.743,323.205,41,"65",1.24,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1152","LOCO6","CRC",2016,28,4,"Lotus corniculatus L.","Birdsfoot trefoil",4060,0.743,3016.58,40.5,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1153","LOCO6","CRC",2016,27,1,"Lotus corniculatus L.","Birdsfoot trefoil",2720,0.743,2020.96,45,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1154","LOCO6","CRC",2015,30,1,"Lotus corniculatus L.","Birdsfoot trefoil",1680,0.743,1248.24,37.5,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1155","LOCO6","SWMREC",2015,26,4,"Lotus corniculatus L.","Birdsfoot trefoil",129.6,0.743,96.2928,19,"80",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1156","LOCO6","SWMREC",2016,28,4,"Lotus corniculatus L.","Birdsfoot trefoil",168,0.743,124.824,24.5,"25",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1157","LOCO6","CRC",2016,27,3,"Lotus corniculatus L.","Birdsfoot trefoil",4040,0.743,3001.72,53,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1158","LOCO6","CRC",2016,26,1,"Lotus corniculatus L.","Birdsfoot trefoil",2546.2,0.743,1891.8266,36,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1159","LOCO6","CRC",2015,29,1,"Lotus corniculatus L.","Birdsfoot trefoil",1258.4,0.743,934.9912,33,"95",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1160","LOCO6","NWMHRC",2016,25,1,"Lotus corniculatus L.","Birdsfoot trefoil",370,0.743,274.91,43.5,"100",1.24,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1161","LOCO6","SWMREC",2015,27,3,"Lotus corniculatus L.","Birdsfoot trefoil",1240,0.743,921.32,33,"100",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1162","LOCO6","SWMREC",2015,27,2,"Lotus corniculatus L.","Birdsfoot trefoil",1588,0.743,1179.884,32,"100",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1163","LOCO6","SWMREC",2016,28,3,"Lotus corniculatus L.","Birdsfoot trefoil",519,0.743,385.617,27.5,"95",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1164","LOCO6","SWMREC",2015,26,3,"Lotus corniculatus L.","Birdsfoot trefoil",586.8,0.743,435.9924,26,"90",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1165","LOCO6","SWMREC",2016,27,3,"Lotus corniculatus L.","Birdsfoot trefoil",748,0.743,555.764,31,"95",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1166","LOCO6","SWMREC",2015,25,2,"Lotus corniculatus L.","Birdsfoot trefoil",1562.4,0.743,1160.8632,28.5,"100",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1167","LOCO6","NWMHRC",2015,27,1,"Lotus corniculatus L.","Birdsfoot trefoil",768,0.743,570.624,50,"85",1.24,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1168","LOCO6","SWMREC",2016,26,2,"Lotus corniculatus L.","Birdsfoot trefoil",1622.4,0.743,1205.4432,35.5,"90",0.8,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1169","LOCO6","NWMHRC",2015,28,3,"Lotus corniculatus L.","Birdsfoot trefoil",608,0.743,451.744,40,"100",1.24,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1170","LOCO6","CRC",2016,27,2,"Lotus corniculatus L.","Birdsfoot trefoil",3050,0.743,2266.15,45.5,"100",0.88,"early",0.431566677,53.89971983,"yellow",221.8666667,0
"1171","MOFI","CRC",2016,29,2,"MoNArda fistulosa","Wild Bergamot",328,7.7776,2551.0528,110,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1172","MOFI","NWMHRC",2016,31,1,"MoNArda fistulosa","Wild Bergamot",360,7.7776,2799.936,126,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1173","MOFI","CRC",2015,30,1,"MoNArda fistulosa","Wild Bergamot",184,7.7776,1431.0784,98,"60",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1174","MOFI","NWMHRC",2016,30,4,"MoNArda fistulosa","Wild Bergamot",187,7.7776,1454.4112,114,"95",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1175","MOFI","SWMREC",2015,31,3,"MoNArda fistulosa","Wild Bergamot",116,7.7776,902.2016,91,"80",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1176","MOFI","CRC",2015,31,3,"MoNArda fistulosa","Wild Bergamot",61,7.7776,474.4336,86,"55",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1177","MOFI","CRC",2015,29,1,"MoNArda fistulosa","Wild Bergamot",78,7.7776,606.6528,72,"80",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1178","MOFI","CRC",2015,30,2,"MoNArda fistulosa","Wild Bergamot",331,7.7776,2574.3856,99,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1179","MOFI","NWMHRC",2016,29,4,"MoNArda fistulosa","Wild Bergamot",57,7.7776,443.3232,108,"80",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1180","MOFI","SWMREC",2015,30,3,"MoNArda fistulosa","Wild Bergamot",218,7.7776,1695.5168,96.5,"95",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1181","MOFI","CRC",2016,29,3,"MoNArda fistulosa","Wild Bergamot",350,7.7776,2722.16,121,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1182","MOFI","SWMREC",2015,29,3,"MoNArda fistulosa","Wild Bergamot",214,7.7776,1664.4064,97,"95",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1183","MOFI","SWMREC",2016,30,1,"MoNArda fistulosa","Wild Bergamot",284,7.7776,2208.8384,105,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1184","MOFI","CRC",2015,30,3,"MoNArda fistulosa","Wild Bergamot",76,7.7776,591.0976,89,"75",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1185","MOFI","SWMREC",2015,29,4,"MoNArda fistulosa","Wild Bergamot",224,7.7776,1742.1824,99,"95",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1186","MOFI","SWMREC",2016,31,4,"MoNArda fistulosa","Wild Bergamot",13,7.7776,101.1088,107,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1187","MOFI","CRC",2015,30,4,"MoNArda fistulosa","Wild Bergamot",315,7.7776,2449.944,114,"95",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1188","MOFI","SWMREC",2016,29,3,"MoNArda fistulosa","Wild Bergamot",428,7.7776,3328.8128,117,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1189","MOFI","NWMHRC",2016,29,1,"MoNArda fistulosa","Wild Bergamot",105,7.7776,816.648,109,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1190","MOFI","SWMREC",2016,31,2,"MoNArda fistulosa","Wild Bergamot",324,7.7776,2519.9424,135.5,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1191","MOFI","CRC",2015,31,1,"MoNArda fistulosa","Wild Bergamot",162,7.7776,1259.9712,99,"70",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1192","MOFI","NWMHRC",2015,32,3,"MoNArda fistulosa","Wild Bergamot",472,7.7776,3671.0272,122,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1193","MOFI","NWMHRC",2015,32,1,"MoNArda fistulosa","Wild Bergamot",288,7.7776,2239.9488,94,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1194","MOFI","SWMREC",2016,29,1,"MoNArda fistulosa","Wild Bergamot",468,7.7776,3639.9168,106,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1195","MOFI","CRC",2016,28,4,"MoNArda fistulosa","Wild Bergamot",275,7.7776,2138.84,115,"95",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1196","MOFI","SWMREC",2015,30,4,"MoNArda fistulosa","Wild Bergamot",167,7.7776,1298.8592,96,"95",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1197","MOFI","SWMREC",2015,29,1,"MoNArda fistulosa","Wild Bergamot",84,7.7776,653.3184,90,"85",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1198","MOFI","SWMREC",2016,29,2,"MoNArda fistulosa","Wild Bergamot",852,7.7776,6626.5152,130,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1199","MOFI","SWMREC",2016,31,1,"MoNArda fistulosa","Wild Bergamot",109,7.7776,847.7584,99.5,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1200","MOFI","CRC",2015,29,4,"MoNArda fistulosa","Wild Bergamot",252,7.7776,1959.9552,114,"90",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1201","MOFI","SWMREC",2016,30,2,"MoNArda fistulosa","Wild Bergamot",1188,7.7776,9239.7888,134,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1202","MOFI","CRC",2016,30,2,"MoNArda fistulosa","Wild Bergamot",232,7.7776,1804.4032,105,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1203","MOFI","CRC",2016,30,1,"MoNArda fistulosa","Wild Bergamot",390,7.7776,3033.264,120,"90",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1204","MOFI","NWMHRC",2016,31,4,"MoNArda fistulosa","Wild Bergamot",140,7.7776,1088.864,116,"60",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1205","MOFI","SWMREC",2015,30,2,"MoNArda fistulosa","Wild Bergamot",392,7.7776,3048.8192,103,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1206","MOFI","SWMREC",2015,31,1,"MoNArda fistulosa","Wild Bergamot",66,7.7776,513.3216,85,"75",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1207","MOFI","NWMHRC",2016,30,2,"MoNArda fistulosa","Wild Bergamot",113,7.7776,878.8688,96,"30",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1208","MOFI","CRC",2015,29,3,"MoNArda fistulosa","Wild Bergamot",51,7.7776,396.6576,88,"75",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1209","MOFI","NWMHRC",2015,31,2,"MoNArda fistulosa","Wild Bergamot",53,7.7776,412.2128,89.5,"70",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1210","MOFI","NWMHRC",2015,32,2,"MoNArda fistulosa","Wild Bergamot",38,7.7776,295.5488,87,"80",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1211","MOFI","SWMREC",2015,31,4,"MoNArda fistulosa","Wild Bergamot",97,7.7776,754.4272,104,"70",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1212","MOFI","NWMHRC",2016,29,3,"MoNArda fistulosa","Wild Bergamot",190,7.7776,1477.744,136.5,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1213","MOFI","CRC",2015,31,4,"MoNArda fistulosa","Wild Bergamot",149,7.7776,1158.8624,113,"85",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1214","MOFI","CRC",2016,30,4,"MoNArda fistulosa","Wild Bergamot",79,7.7776,614.4304,122,"95",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1215","MOFI","NWMHRC",2015,32,4,"MoNArda fistulosa","Wild Bergamot",208,7.7776,1617.7408,99,"80",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1216","MOFI","NWMHRC",2015,31,3,"MoNArda fistulosa","Wild Bergamot",260,7.7776,2022.176,130,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1217","MOFI","NWMHRC",2016,31,3,"MoNArda fistulosa","Wild Bergamot",456,7.7776,3546.5856,131,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1218","MOFI","NWMHRC",2015,33,3,"MoNArda fistulosa","Wild Bergamot",270,7.7776,2099.952,136,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1219","MOFI","SWMREC",2015,31,2,"MoNArda fistulosa","Wild Bergamot",220,7.7776,1711.072,86,"98",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1220","MOFI","SWMREC",2016,31,3,"MoNArda fistulosa","Wild Bergamot",40,7.7776,311.104,112,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1221","MOFI","CRC",2015,29,2,"MoNArda fistulosa","Wild Bergamot",259,7.7776,2014.3984,100,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1222","MOFI","CRC",2016,28,3,"MoNArda fistulosa","Wild Bergamot",290,7.7776,2255.504,122,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1223","MOFI","SWMREC",2016,30,4,"MoNArda fistulosa","Wild Bergamot",161,7.7776,1252.1936,112,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1224","MOFI","NWMHRC",2015,33,2,"MoNArda fistulosa","Wild Bergamot",12,7.7776,93.3312,89,"80",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1225","MOFI","NWMHRC",2015,31,1,"MoNArda fistulosa","Wild Bergamot",178,7.7776,1384.4128,95,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1226","MOFI","NWMHRC",2016,29,2,"MoNArda fistulosa","Wild Bergamot",50,7.7776,388.88,96,"30",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1227","MOFI","SWMREC",2015,29,2,"MoNArda fistulosa","Wild Bergamot",269,7.7776,2092.1744,103,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1228","MOFI","NWMHRC",2016,31,2,"MoNArda fistulosa","Wild Bergamot",130,7.7776,1011.088,96,"60",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1229","MOFI","CRC",2016,30,3,"MoNArda fistulosa","Wild Bergamot",204,7.7776,1586.6304,118,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1230","MOFI","CRC",2016,28,2,"MoNArda fistulosa","Wild Bergamot",259,7.7776,2014.3984,109,"100",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1231","MOFI","CRC",2015,31,2,"MoNArda fistulosa","Wild Bergamot",127,7.7776,987.7552,99,"85",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1232","MOFI","CRC",2016,28,1,"MoNArda fistulosa","Wild Bergamot",164,7.7776,1275.5264,113,"95",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1233","MOFI","CRC",2016,29,4,"MoNArda fistulosa","Wild Bergamot",394,7.7776,3064.3744,115,"95",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1234","MOFI","NWMHRC",2016,30,1,"MoNArda fistulosa","Wild Bergamot",275,7.7776,2138.84,120,"95",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1235","MOFI","SWMREC",2016,30,3,"MoNArda fistulosa","Wild Bergamot",190,7.7776,1477.744,110,"100",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1236","MOFI","CRC",2016,29,1,"MoNArda fistulosa","Wild Bergamot",365,7.7776,2838.824,122,"95",4.1,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1237","MOFI","NWMHRC",2016,30,3,"MoNArda fistulosa","Wild Bergamot",310,7.7776,2411.056,146,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1238","MOFI","SWMREC",2016,29,4,"MoNArda fistulosa","Wild Bergamot",462,7.7776,3593.2512,114,"95",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1239","MOFI","NWMHRC",2015,33,4,"MoNArda fistulosa","Wild Bergamot",79,7.7776,614.4304,84,"90",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1240","MOFI","SWMREC",2015,30,1,"MoNArda fistulosa","Wild Bergamot",107,7.7776,832.2032,86,"75",3.7,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1241","MOFI","NWMHRC",2015,33,1,"MoNArda fistulosa","Wild Bergamot",188,7.7776,1462.1888,96,"100",4.74,"middle",0.119749003,324.0638822,"purple",500.96,2.944097222
"1242","MOPU","SWMREC",2016,33,2,"MoNArda punctata","Spotted Bee Balm",16,4.896,78.336,36,"20",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1243","MOPU","SWMREC",2016,33,3,"MoNArda punctata","Spotted Bee Balm",59,4.896,288.864,49,"40",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1244","MOPU","SWMREC",2015,32,2,"MoNArda punctata","Spotted Bee Balm",4132.8,0.4578,1891.99584,74,"100",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1245","MOPU","NWMHRC",2015,34,4,"MoNArda punctata","Spotted Bee Balm",1428,0.4578,653.7384,62,"80",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1246","MOPU","SWMREC",2016,32,4,"MoNArda punctata","Spotted Bee Balm",30,4.896,146.88,48,"15",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1247","MOPU","CRC",2015,33,1,"MoNArda punctata","Spotted Bee Balm",1020.8,0.4578,467.32224,127,"50",1.12,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1248","MOPU","NWMHRC",2015,34,2,"MoNArda punctata","Spotted Bee Balm",1496,0.4578,684.8688,67.5,"45",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1249","MOPU","NWMHRC",2015,36,3,"MoNArda punctata","Spotted Bee Balm",1212,0.4578,554.8536,52,"80",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1250","MOPU","CRC",2015,32,1,"MoNArda punctata","Spotted Bee Balm",1139.8,0.4578,521.80044,53,"50",1.12,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1251","MOPU","NWMHRC",2016,32,2,"MoNArda punctata","Spotted Bee Balm",10,0.4578,4.578,57,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1252","MOPU","CRC",2016,37,1,"MoNArda punctata","Spotted Bee Balm",28,4.896,137.088,44,"20",1.12,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1253","MOPU","NWMHRC",2016,31,4,"MoNArda punctata","Spotted Bee Balm",18,0.4578,8.2404,55.5,"15",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1254","MOPU","SWMREC",2015,32,4,"MoNArda punctata","Spotted Bee Balm",1568,0.4578,717.8304,71,"80",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1255","MOPU","NWMHRC",2016,33,1,"MoNArda punctata","Spotted Bee Balm",8,0.4578,3.6624,42,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1256","MOPU","NWMHRC",2016,31,1,"MoNArda punctata","Spotted Bee Balm",2,0.4578,0.9156,42,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1257","MOPU","NWMHRC",2015,34,1,"MoNArda punctata","Spotted Bee Balm",47.6,0.4578,21.79128,62,"5",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1258","MOPU","CRC",2016,36,3,"MoNArda punctata","Spotted Bee Balm",48,4.896,235.008,43,"30",1.12,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1259","MOPU","NWMHRC",2015,35,2,"MoNArda punctata","Spotted Bee Balm",2232,0.4578,1021.8096,68.5,"50",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1260","MOPU","SWMREC",2015,33,2,"MoNArda punctata","Spotted Bee Balm",7123.2,0.4578,3261.00096,78,"100",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1261","MOPU","NWMHRC",2016,33,4,"MoNArda punctata","Spotted Bee Balm",5,0.4578,2.289,36,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1262","MOPU","NWMHRC",2016,31,2,"MoNArda punctata","Spotted Bee Balm",5,0.4578,2.289,54,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1263","MOPU","SWMREC",2015,34,4,"MoNArda punctata","Spotted Bee Balm",1574.8,0.4578,720.94344,82,"95",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1264","MOPU","CRC",2015,31,1,"MoNArda punctata","Spotted Bee Balm",1017.6,0.4578,465.85728,46,"30",1.12,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1265","MOPU","SWMREC",2015,33,4,"MoNArda punctata","Spotted Bee Balm",1084.8,0.4578,496.62144,84,"80",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1266","MOPU","SWMREC",2015,34,2,"MoNArda punctata","Spotted Bee Balm",777.6,0.4578,355.98528,74,"100",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1267","MOPU","NWMHRC",2015,34,3,"MoNArda punctata","Spotted Bee Balm",2482,0.4578,1136.2596,54.5,"45",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1268","MOPU","NWMHRC",2015,36,1,"MoNArda punctata","Spotted Bee Balm",276,0.4578,126.3528,59,"10",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1269","MOPU","SWMREC",2015,33,1,"MoNArda punctata","Spotted Bee Balm",39.6,0.4578,18.12888,32,"10",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1270","MOPU","NWMHRC",2016,31,3,"MoNArda punctata","Spotted Bee Balm",12,0.4578,5.4936,46,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1271","MOPU","NWMHRC",2015,35,1,"MoNArda punctata","Spotted Bee Balm",204,0.4578,93.3912,23.6,"15",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1272","MOPU","NWMHRC",2015,35,4,"MoNArda punctata","Spotted Bee Balm",1231.2,0.4578,563.64336,59,"70",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1273","MOPU","SWMREC",2016,31,3,"MoNArda punctata","Spotted Bee Balm",124,4.896,607.104,47,"40",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1274","MOPU","NWMHRC",2016,32,1,"MoNArda punctata","Spotted Bee Balm",9,0.4578,4.1202,43,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1275","MOPU","SWMREC",2015,34,1,"MoNArda punctata","Spotted Bee Balm",21,0.4578,9.6138,37,"5",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1276","MOPU","SWMREC",2015,33,3,"MoNArda punctata","Spotted Bee Balm",4521.6,0.4578,2069.98848,64,"85",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1277","MOPU","NWMHRC",2015,36,4,"MoNArda punctata","Spotted Bee Balm",1656,0.4578,758.1168,66,"55",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1278","MOPU","NWMHRC",2016,32,3,"MoNArda punctata","Spotted Bee Balm",12,0.4578,5.4936,48,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1279","MOPU","SWMREC",2016,32,3,"MoNArda punctata","Spotted Bee Balm",121,4.896,592.416,49,"40",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1280","MOPU","CRC",2016,37,3,"MoNArda punctata","Spotted Bee Balm",42,4.896,205.632,39,"25",1.12,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1281","MOPU","CRC",2016,35,3,"MoNArda punctata","Spotted Bee Balm",33,4.896,161.568,41,"25",1.12,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1282","MOPU","NWMHRC",2015,35,3,"MoNArda punctata","Spotted Bee Balm",966.6,0.4578,442.50948,52,"75",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1283","MOPU","NWMHRC",2016,32,4,"MoNArda punctata","Spotted Bee Balm",25,0.4578,11.445,56,"10",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1284","MOPU","SWMREC",2015,32,1,"MoNArda punctata","Spotted Bee Balm",44.8,0.4578,20.50944,33,"10",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1285","MOPU","SWMREC",2016,32,2,"MoNArda punctata","Spotted Bee Balm",33,4.896,161.568,35,"15",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1286","MOPU","NWMHRC",2015,36,2,"MoNArda punctata","Spotted Bee Balm",1068,0.4578,488.9304,68.5,"60",1.08,"late",0.098122374,38.18358403,"white",282.336,0.15625
"1287","MOPU","SWMREC",2016,31,4,"MoNArda punctata","Spotted Bee Balm",17,4.896,83.232,46,"10",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1288","MOPU","SWMREC",2015,32,3,"MoNArda punctata","Spotted Bee Balm",3124.8,0.4578,1430.53344,64,"60",0.8,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1289","MOPU","NWMHRC",2016,33,2,"MoNArda punctata","Spotted Bee Balm",8,0.4578,3.6624,85,"5",1.08,"middle",0.098122374,38.18358403,"white",282.336,0.15625
"1290","MOPU","CRC",2016,36,1,"MoNArda punctata","Spotted Bee Balm",38,4.896,186.048,46,"25",1.12,"late",0.098122374,38.18358403,"white",282.336,0.15625
