site,year,plant_sp,record_id,specimen_id,date,week_num,SP,block,order,family,genus,species,bp
SWMREC,2015,SOSP2,2807,SARE_2807,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2672,SARE_2672,9/16/15,38,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2673,SARE_2673,9/16/15,38,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2809,SARE_2809,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2769,SARE_2769,9/23/15,39,1,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2891,SARE_2891,9/23/15,39,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SOSP2,3000,SARE_3000,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SOSP2,2692,SARE_2692,9/16/15,38,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2894,SARE_2894,9/23/15,39,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,3031,SARE_3031,9/24/15,39,1,2,Hymenoptera,Halictidae,Sphecodes ,cressonil,late
SWMREC,2015,SOSP2,2803,SARE_2803,9/23/15,39,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2804,SARE_2804,9/23/15,39,1,4,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2015,SOSP2,2805,SARE_2805,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2806,SARE_2806,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2863,SARE_2863,9/23/15,39,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,3038,SARE_3038,9/23/15,39,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,3039,SARE_3039,9/23/15,39,2,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2812,SARE_2812,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2892,SARE_2892,9/23/15,39,2,4,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2015,SOSP2,2893,SARE_2893,9/23/15,39,2,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SOSP2,2895,SARE_2895,9/23/15,39,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SOSP2,2817,SARE_2817,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SOSP2,2813,SARE_2813,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2808,SARE_2808,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2862,SARE_2862,9/23/15,39,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2861,SARE_2861,9/23/15,39,2,2,Hymenoptera,Apidae,Xylocopa,virginica,late
SWMREC,2015,SOSP2,2802,SARE_2802,9/23/15,39,1,4,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,2811,SARE_2811,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SOSP2,3003,SARE_3003,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SOSP2,3002,SARE_3002,9/23/15,39,1,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SYOO,2686,SARE_2686,9/16/15,38,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2703,SARE_2703,9/16/15,38,2,4,Hymenoptera,Halictidae,Agapostemon,sericeus,late
SWMREC,2015,SYOO,2850,SARE_2850,9/23/15,39,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2799,SARE_2799,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2685,SARE_2685,9/16/15,38,2,2,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SYOO,2845,SARE_2845,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3028,SARE_3028,9/23/15,39,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2663,SARE_2663,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2662,SARE_2662,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2846,SARE_2846,9/23/15,39,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2784,SARE_2784,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2786,SARE_2786,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2702,SARE_2702,9/16/15,38,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2656,SARE_2656,9/16/15,38,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2655,SARE_2655,9/16/15,38,1,1,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,2696,SARE_2696,9/16/15,38,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2657,SARE_2657,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2783,SARE_2783,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2847,SARE_2847,9/23/15,39,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2795,SARE_2795,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2661,SARE_2661,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2658,SARE_2658,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2797,SARE_2797,9/23/15,39,1,1,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,2798,SARE_2798,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2839,SARE_2839,9/23/15,39,1,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2836,SARE_2836,9/23/15,39,1,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2868,SARE_2868,9/23/15,39,2,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2869,SARE_2869,9/23/15,39,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2669,SARE_2669,9/16/15,38,1,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2670,SARE_2670,9/16/15,38,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2643,SARE_2643,9/16/15,38,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2644,SARE_2644,9/16/15,38,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2645,SARE_2645,9/16/15,38,2,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2875,SARE_2875,9/23/15,39,2,1,Hymenoptera,Megachilidae,Megachile,rotundata,late
SWMREC,2015,SYOO,2849,SARE_2849,9/23/15,39,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2890,SARE_2890,9/23/15,39,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,3013,SARE_3013,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3015,SARE_3015,9/23/15,39,1,4,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,2691,SARE_2691,9/16/15,38,2,1,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,3016,SARE_3016,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2776,SARE_2776,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2777,SARE_2777,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2859,SARE_2859,9/23/15,39,2,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2779,SARE_2779,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2848,SARE_2848,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2701,SARE_2701,9/16/15,38,2,4,Hymenoptera,Halictidae,Halictus,confusus ,late
SWMREC,2015,SYOO,2782,SARE_2782,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2823,SARE_2823,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2824,SARE_2824,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2785,SARE_2785,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2867,SARE_2867,9/23/15,39,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2787,SARE_2787,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2788,SARE_2788,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2789,SARE_2789,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2790,SARE_2790,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,3036,SARE_3036,9/23/15,39,2,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2660,SARE_2660,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2794,SARE_2794,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2835,SARE_2835,9/23/15,39,1,3,Hymenoptera,Andrenidae,Psuedo panurgus,nebrascensis,late
SWMREC,2015,SYOO,2876,SARE_2876,9/23/15,39,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2837,SARE_2837,9/23/15,39,1,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2838,SARE_2838,9/23/15,39,1,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2840,SARE_2840,9/23/15,39,1,3,Hymenoptera,Halictidae,Agapostemon,sericeus,late
SWMREC,2015,SYOO,2841,SARE_2841,9/23/15,39,1,4,Hymenoptera,Apidae,Bombus,citrinus,late
SWMREC,2015,SYOO,2842,SARE_2842,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2642,SARE_2642,9/16/15,38,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2682,SARE_2682,9/16/15,38,2,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2683,SARE_2683,9/16/15,38,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2887,SARE_2887,9/23/15,39,2,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2688,SARE_2688,9/16/15,38,2,1,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2015,SYOO,3012,SARE_3012,9/16/15,38,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2690,SARE_2690,9/16/15,38,2,1,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,3014,SARE_3014,9/16/15,38,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2853,SARE_2853,9/23/15,39,2,3,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2015,SYOO,2854,SARE_2854,9/23/15,39,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2855,SARE_2855,9/23/15,39,2,3,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2856,SARE_2856,9/23/15,39,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2695,SARE_2695,9/16/15,38,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2778,SARE_2778,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2698,SARE_2698,9/16/15,38,2,3,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SYOO,2699,SARE_2699,9/16/15,38,2,4,Hymenoptera,Apidae,Bombus,vagans,late
SWMREC,2015,SYOO,2781,SARE_2781,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2822,SARE_2822,9/23/15,39,1,2,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,3024,SARE_3024,9/23/15,39,2,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3025,SARE_3025,9/23/15,39,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,3026,SARE_3026,9/23/15,39,2,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3027,SARE_3027,9/23/15,39,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2828,SARE_2828,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2829,SARE_2829,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2870,SARE_2870,9/23/15,39,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2791,SARE_2791,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2792,SARE_2792,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3037,SARE_3037,9/23/15,39,2,4,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2015,SYOO,2834,SARE_2834,9/23/15,39,1,3,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2015,SYOO,2888,SARE_2888,9/23/15,39,2,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2889,SARE_2889,9/23/15,39,2,4,Hymenoptera,Halictidae,Agapostemon,sericeus,late
SWMREC,2015,SYOO,2877,SARE_2877,9/23/15,39,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2878,SARE_2878,9/23/15,39,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2999,SARE_2999,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2879,SARE_2879,9/23/15,39,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2880,SARE_2880,9/23/15,39,2,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2843,SARE_2843,9/23/15,39,1,4,Hymenoptera,Andrenidae,Andrena,canadensis,late
SWMREC,2015,SYOO,2844,SARE_2844,9/23/15,39,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2885,SARE_2885,9/23/15,39,2,4,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2015,SYOO,2886,SARE_2886,9/23/15,39,2,4,Hymenoptera,Apidae,Ceratina,dupla,late
SWMREC,2015,SYOO,3007,SARE_3007,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2700,SARE_2700,9/16/15,38,2,4,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,3023,SARE_3023,9/23/15,39,2,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3011,SARE_3011,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYOO,2997,SARE_2997,9/28/15,40,1,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2689,SARE_2689,9/16/15,38,2,1,Hymenoptera,Apidae,Ceratina,mikmaqi,late
SWMREC,2015,SYOO,2857,SARE_2857,9/23/15,39,2,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2826,SARE_2826,9/23/15,39,1,2,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2825,SARE_2825,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2860,SARE_2860,9/23/15,39,2,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2874,SARE_2874,9/23/15,39,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2858,SARE_2858,9/23/15,39,2,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3020,SARE_3020,9/23/15,39,2,3,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3010,SARE_3010,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2998,SARE_2998,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3008,SARE_3008,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2780,SARE_2780,9/23/15,39,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2871,SARE_2871,9/23/15,39,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYOO,2793,SARE_2793,9/23/15,39,1,1,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYOO,2883,SARE_2883,9/23/15,39,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2884,SARE_2884,9/23/15,39,2,4,Hymenoptera,Halictidae,Lasioglossum,pectorale,late
SWMREC,2015,SYOO,3009,SARE_3009,9/23/15,39,1,4,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3022,SARE_3022,9/23/15,39,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2659,SARE_2659,9/16/15,38,1,1,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3005,SARE_3005,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3006,SARE_3006,9/23/15,39,1,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,3034,SARE_3034,9/23/15,39,2,4,Hymenoptera,Megachilidae,Megachile,mendica,late
SWMREC,2015,SYOO,3035,SARE_3035,9/23/15,39,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYOO,2821,SARE_2821,9/23/15,39,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYOO,2872,SARE_2872,9/23/15,39,2,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYOO,2873,SARE_2873,9/23/15,39,2,1,Hymenoptera,Apidae,Bombus,impatiens,late
SWMREC,2015,SYSE2,2571,SARE_2571,9/2/15,36,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2494,SARE_2494,9/1/15,36,1,1,Hymenoptera,Megachilidae,Megachile,mendica,late
SWMREC,2015,SYSE2,2476,SARE_2476,9/1/15,36,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2569,SARE_2569,9/2/15,36,2,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2600,SARE_2600,9/9/15,37,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2560,SARE_2560,9/2/15,36,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2573,SARE_2573,9/2/15,36,2,2,Hymenoptera,Halictidae,Lasioglossum,pilosum,late
SWMREC,2015,SYSE2,2487,SARE_2487,9/1/15,36,1,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2477,SARE_2477,9/1/15,36,1,3,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYSE2,2480,SARE_2480,9/1/15,36,1,3,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2479,SARE_2479,9/1/15,36,1,3,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2015,SYSE2,2488,SARE_2488,9/1/15,36,1,2,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2572,SARE_2572,9/2/15,36,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2443,SARE_2443,9/1/15,36,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2492,SARE_2492,9/1/15,36,1,1,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYSE2,2601,SARE_2601,9/9/15,37,2,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2606,SARE_2606,9/9/15,37,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2540,SARE_2540,9/2/15,36,2,1,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2634,SARE_2634,9/16/15,38,1,3,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2015,SYSE2,2635,SARE_2635,9/16/15,38,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2636,SARE_2636,9/16/15,38,1,3,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2490,SARE_2490,9/1/15,36,1,1,Hymenoptera,Apidae,Melissodes,druriellus,late
SWMREC,2015,SYSE2,2491,SARE_2491,9/1/15,36,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2666,SARE_2666,9/16/15,38,1,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2493,SARE_2493,9/1/15,36,1,1,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2495,SARE_2495,9/1/15,36,1,1,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2444,SARE_2444,9/1/15,36,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2445,SARE_2445,9/1/15,36,1,4,Hymenoptera,Apidae,Ceratina,calcarata,late
SWMREC,2015,SYSE2,2632,SARE_2632,9/16/15,38,1,3,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYSE2,2633,SARE_2633,9/16/15,38,1,3,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYSE2,2647,SARE_2647,9/16/15,38,1,4,Hymenoptera,Halictidae,Agapostemon,splendens,late
SWMREC,2015,SYSE2,2648,SARE_2648,9/16/15,38,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2649,SARE_2649,9/16/15,38,1,4,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYSE2,2478,SARE_2478,9/1/15,36,1,3,Hymenoptera,Halictidae,Augochlorella,aurata,late
SWMREC,2015,SYSE2,2561,SARE_2561,9/2/15,36,2,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2604,SARE_2604,9/9/15,37,2,4,Hymenoptera,Halictidae,Agapostemon,texanus,late
SWMREC,2015,SYSE2,2605,SARE_2605,9/9/15,37,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2697,SARE_2697,9/16/15,38,2,2,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYSE2,2646,SARE_2646,9/16/15,38,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2538,SARE_2538,9/2/15,36,2,1,Hymenoptera,Halictidae,Lasioglossum,leucozonium,late
SWMREC,2015,SYSE2,2652,SARE_2652,9/16/15,38,1,4,Hymenoptera,Megachilidae,Megachile,texana,late
SWMREC,2015,SYSE2,2653,SARE_2653,9/16/15,38,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2650,SARE_2650,9/16/15,38,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2651,SARE_2651,9/16/15,38,1,4,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2709,SARE_2709,9/16/15,38,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2442,SARE_2442,9/1/15,36,1,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2654,SARE_2654,9/16/15,38,1,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2615,SARE_2615,9/9/15,37,2,3,Hymenoptera,Halictidae,Halictus,ligatus,late
SWMREC,2015,SYSE2,2705,SARE_2705,9/16/15,38,2,2,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2711,SARE_2711,9/16/15,38,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2539,SARE_2539,9/2/15,36,2,1,Hymenoptera,Halictidae,Agapostemon,virescens ,late
SWMREC,2015,SYSE2,2559,SARE_2559,9/2/15,36,2,4,Hymenoptera,Halictidae,Agapostemon,virescens ,late
